Country,Indicator,Region,Subregion,Unit,Year,Clear,Female Firearm chart,Female Firearms,Female Other  ,Female Other chart ,Female Sharp,Female Sharp chart,Female Unknown,Female Unknown chart ,Male Firearms,Male Firearms chart,Male Other ,Male Other chart ,Male Sharp,Male Sharp chart,Male Unknown,Male Unknown chart ,Number of Records,Onlyrates,rate,Round rate and count
Venezuela (Bolivarian Republic of),Firearms rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,42.4,42.4
Brazil,Homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,"33,819","33,819"
Chile,Homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,227,227
Colombia,Homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,"12,798","12,798"
Ecuador,Homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,"1,468","1,468"
Guyana,Homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,29,29
Paraguay,Homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,385,385
Peru,Homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,953,953
Uruguay,Homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,97,97
Venezuela (Bolivarian Republic of),Homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,"12,490","12,490"
Brazil,Homicide by Other Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,"4,688","4,688"
Chile,Homicide by Other Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,51,51
Colombia,Homicide by Other Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,552,552
Ecuador,Homicide by Other Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,200,200
Guyana,Homicide by Other Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,34,34
Paraguay,Homicide by Other Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,45,45
Peru,Homicide by Other Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,196,196
Uruguay,Homicide by Other Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,25,25
Venezuela (Bolivarian Republic of),Homicide by Other Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,535,535
Brazil,Homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,"7,920","7,920"
Chile,Homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,269,269
Colombia,Homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,"2,663","2,663"
Ecuador,Homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,495,495
Guyana,Homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,51,51
Paraguay,Homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,208,208
Peru,Homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,303,303
Uruguay,Homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,67,67
Venezuela (Bolivarian Republic of),Homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,903,903
Brazil,Homicide by Unknown Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,"1,658","1,658"
Chile,Homicide by Unknown Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,88,88
Colombia,Homicide by Unknown Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,114,114
Ecuador,Homicide by Unknown Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,180,180
Guyana,Homicide by Unknown Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,16,16
Paraguay,Homicide by Unknown Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,19,19
Peru,Homicide by Unknown Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,165,165
Uruguay,Homicide by Unknown Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,9,9
Venezuela (Bolivarian Republic of),Homicide by Unknown Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,170,170
Brazil,Male homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,"31,738","31,738"
Colombia,Male homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,"11,892","11,892"
Ecuador,Male homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,"1,377","1,377"
Guyana,Male homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,27,27
Paraguay,Male homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,353,353
Peru,Male homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,865,865
Uruguay,Male homicide by Firearms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,84,84
Brazil,Male homicide by Other Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,"3,912","3,912"
Colombia,Male homicide by Other Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,456,456
Ecuador,Male homicide by Other Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,149,149
Guyana,Male homicide by Other Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,21,21
Paraguay,Male homicide by Other Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,37,37
Brazil,Male homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,"6,819","6,819"
Colombia,Male homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,"2,329","2,329"
Ecuador,Male homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,407,407
Guyana,Male homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,38,38
Paraguay,Male homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,185,185
Peru,Male homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,245,245
Uruguay,Male homicide by Sharp Objects,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,54,54
Brazil,Male homicide by Unknown Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,"1,451","1,451"
Colombia,Male homicide by Unknown Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,101,101
Ecuador,Male homicide by Unknown Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,159,159
Guyana,Male homicide by Unknown Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,12,12
Paraguay,Male homicide by Unknown Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,15,15
Uruguay,Male homicide by Unknown Mechanisms,Americas,South America,Count,2011,0,,,,,,,,,,,,,,,,,1,,6,6
Brazil,Male homicide rate by Firearms,Americas,South America,Rate,2011,0,,,,,,,,,32.4,,,,,,,,1,,32.4,32.4
Colombia,Male homicide rate by Firearms,Americas,South America,Rate,2011,0,,,,,,,,,52,,,,,,,,1,,52,52
Ecuador,Male homicide rate by Firearms,Americas,South America,Rate,2011,0,,,,,,,,,18.1,,,,,,,,1,,18.1,18.1
Guyana,Male homicide rate by Firearms,Americas,South America,Rate,2011,0,,,,,,,,,7.2,,,,,,,,1,,7.2,7.2
Paraguay,Male homicide rate by Firearms,Americas,South America,Rate,2011,0,,,,,,,,,11,,,,,,,,1,,11,11
Peru,Male homicide rate by Firearms,Americas,South America,Rate,2011,0,,,,,,,,,5.8,,,,,,,,1,,5.8,5.8
Uruguay,Male homicide rate by Firearms,Americas,South America,Rate,2011,0,,,,,,,,,5.2,,,,,,,,1,,5.2,5.2
Brazil,Male homicide rate by Other Mechanisms,Americas,South America,Rate,2011,0,,,,,,,,,,,4,,,,,,1,,4,4
Colombia,Male homicide rate by Other Mechanisms,Americas,South America,Rate,2011,0,,,,,,,,,,,2,,,,,,1,,2,2
Ecuador,Male homicide rate by Other Mechanisms,Americas,South America,Rate,2011,0,,,,,,,,,,,2,,,,,,1,,2,2
Guyana,Male homicide rate by Other Mechanisms,Americas,South America,Rate,2011,0,,,,,,,,,,,5.5,,,,,,1,,5.5,5.5
Paraguay,Male homicide rate by Other Mechanisms,Americas,South America,Rate,2011,0,,,,,,,,,,,1.2,,,,,,1,,1.2,1.2
Brazil,Male homicide rate by Sharp Objects,Americas,South America,Rate,2011,0,,,,,,,,,,,,,7,,,,1,,7,7
Colombia,Male homicide rate by Sharp Objects,Americas,South America,Rate,2011,0,,,,,,,,,,,,,10.2,,,,1,,10.2,10.2
Ecuador,Male homicide rate by Sharp Objects,Americas,South America,Rate,2011,0,,,,,,,,,,,,,5.4,,,,1,,5.4,5.4
Guyana,Male homicide rate by Sharp Objects,Americas,South America,Rate,2011,0,,,,,,,,,,,,,10.1,,,,1,,10.1,10.1
Paraguay,Male homicide rate by Sharp Objects,Americas,South America,Rate,2011,0,,,,,,,,,,,,,5.8,,,,1,,5.8,5.8
Peru,Male homicide rate by Sharp Objects,Americas,South America,Rate,2011,0,,,,,,,,,,,,,1.6,,,,1,,1.6,1.6
Uruguay,Male homicide rate by Sharp Objects,Americas,South America,Rate,2011,0,,,,,,,,,,,,,3.3,,,,1,,3.3,3.3
Brazil,Male homicide rate by Unknown Mechanisms,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,1.5,1.5,1,,1.5,1.5
Colombia,Male homicide rate by Unknown Mechanisms,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,0.4,0.4,1,,0.4,0.4
Ecuador,Male homicide rate by Unknown Mechanisms,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,2.1,2.1,1,,2.1,2.1
Guyana,Male homicide rate by Unknown Mechanisms,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,3.1,3.1,1,,3.1,3.1
Paraguay,Male homicide rate by Unknown Mechanisms,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,0.5,0.5,1,,0.5,0.5
Uruguay,Male homicide rate by Unknown Mechanisms,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,0.4,0.4,1,,0.4,0.4
Brazil,Other Mechanism rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,2.4,2.4
Chile,Other Mechanism rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,0.3,0.3
Colombia,Other Mechanism rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,1.2,1.2
Ecuador,Other Mechanism rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,1.3,1.3
Guyana,Other Mechanism rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,4.6,4.6
Paraguay,Other Mechanism rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,0.7,0.7
Peru,Other Mechanism rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,0.7,0.7
Uruguay,Other Mechanism rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,0.7,0.7
Venezuela (Bolivarian Republic of),Other Mechanism rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,1.8,1.8
Brazil,Sharp Objects rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,4,4
Chile,Sharp Objects rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,1.6,1.6
Colombia,Sharp Objects rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,5.7,5.7
Ecuador,Sharp Objects rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,3.3,3.3
Guyana,Sharp Objects rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,6.8,6.8
Paraguay,Sharp Objects rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,3.3,3.3
Peru,Sharp Objects rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,1,1
Uruguay,Sharp Objects rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,2,2
Venezuela (Bolivarian Republic of),Sharp Objects rate,Americas,South America,Rate,2011,0,,,,,,,,,,,,,,,,,1,,3.1,3.1
Brazil,Unknown Mechanism rate,Americas,South America,Rate,2011,1,,,,,,,,,,,,,,,,,1,0.8,0.8,0.8
Chile,Unknown Mechanism rate,Americas,South America,Rate,2011,1,,,,,,,,,,,,,,,,,1,0.5,0.5,0.5
Colombia,Unknown Mechanism rate,Americas,South America,Rate,2011,1,,,,,,,,,,,,,,,,,1,0.2,0.2,0.2
Ecuador,Unknown Mechanism rate,Americas,South America,Rate,2011,1,,,,,,,,,,,,,,,,,1,1.2,1.2,1.2
Guyana,Unknown Mechanism rate,Americas,South America,Rate,2011,1,,,,,,,,,,,,,,,,,1,2.1,2.1,2.1
Paraguay,Unknown Mechanism rate,Americas,South America,Rate,2011,1,,,,,,,,,,,,,,,,,1,0.3,0.3,0.3
Peru,Unknown Mechanism rate,Americas,South America,Rate,2011,1,,,,,,,,,,,,,,,,,1,0.6,0.6,0.6
Uruguay,Unknown Mechanism rate,Americas,South America,Rate,2011,1,,,,,,,,,,,,,,,,,1,0.3,0.3,0.3
Venezuela (Bolivarian Republic of),Unknown Mechanism rate,Americas,South America,Rate,2011,1,,,,,,,,,,,,,,,,,1,0.6,0.6,0.6
Cuba,Female Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,4,4
Dominican Republic,Female Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,71,71
Jamaica,Female Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,66,66
Puerto Rico,Female Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,56,56
Saint Lucia,Female Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,0,0
Trinidad and Tobago,Female Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,11,11
United States Virgin Islands,Female Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,1,1
Cuba,Female Homicide by Other Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,31,31
Dominican Republic,Female Homicide by Other Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,64,64
Grenada,Female Homicide by Other Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,2,2
Jamaica,Female Homicide by Other Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,22,22
Puerto Rico,Female Homicide by Other Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,8,8
Saint Lucia,Female Homicide by Other Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,4,4
Trinidad and Tobago,Female Homicide by Other Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,16,16
United States Virgin Islands,Female Homicide by Other Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,0,0
Cuba,Female Homicide by Sharp Objects,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,100,100
Dominican Republic,Female Homicide by Sharp Objects,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,66,66
Grenada,Female Homicide by Sharp Objects,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,3,3
Jamaica,Female Homicide by Sharp Objects,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,42,42
Montserrat,Female Homicide by Sharp Objects,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,1,1
Puerto Rico,Female Homicide by Sharp Objects,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,2,2
Saint Lucia,Female Homicide by Sharp Objects,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,1,1
Trinidad and Tobago,Female Homicide by Sharp Objects,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,18,18
United States Virgin Islands,Female Homicide by Sharp Objects,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,1,1
Cuba,Female Homicide by Unknown Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,3,3
Jamaica,Female Homicide by Unknown Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,0,0
Puerto Rico,Female Homicide by Unknown Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,20,20
Saint Lucia,Female Homicide by Unknown Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,1,1
Trinidad and Tobago,Female Homicide by Unknown Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,0,0
United States Virgin Islands,Female Homicide by Unknown Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,0,0
Cuba,Female Homicide rate by Firearms,Americas,Caribbean,Rate,2012,0,,0.1,,,,,,,,,,,,,,,1,,0.1,0.1
Dominican Republic,Female Homicide rate by Firearms,Americas,Caribbean,Rate,2012,0,,1.4,,,,,,,,,,,,,,,1,,1.4,1.4
Jamaica,Female Homicide rate by Firearms,Americas,Caribbean,Rate,2012,0,,4.6,,,,,,,,,,,,,,,1,,4.6,4.6
Puerto Rico,Female Homicide rate by Firearms,Americas,Caribbean,Rate,2012,0,,2.9,,,,,,,,,,,,,,,1,,2.9,2.9
Saint Lucia,Female Homicide rate by Firearms,Americas,Caribbean,Rate,2012,0,,0,,,,,,,,,,,,,,,1,,0,0
Trinidad and Tobago,Female Homicide rate by Firearms,Americas,Caribbean,Rate,2012,0,,1.6,,,,,,,,,,,,,,,1,,1.6,1.6
United States Virgin Islands,Female Homicide rate by Firearms,Americas,Caribbean,Rate,2012,0,,1.8,,,,,,,,,,,,,,,1,,1.8,1.8
Cuba,Female Homicide rate by Other Mechanisms,Americas,Caribbean,Rate,2012,0,,,0.5,,,,,,,,,,,,,,1,,0.5,0.5
Dominican Republic,Female Homicide rate by Other Mechanisms,Americas,Caribbean,Rate,2012,0,,,1.3,,,,,,,,,,,,,,1,,1.3,1.3
Grenada,Female Homicide rate by Other Mechanisms,Americas,Caribbean,Rate,2012,0,,,3.8,,,,,,,,,,,,,,1,,3.8,3.8
Jamaica,Female Homicide rate by Other Mechanisms,Americas,Caribbean,Rate,2012,0,,,1.5,,,,,,,,,,,,,,1,,1.5,1.5
Puerto Rico,Female Homicide rate by Other Mechanisms,Americas,Caribbean,Rate,2012,0,,,0.4,,,,,,,,,,,,,,1,,0.4,0.4
Saint Lucia,Female Homicide rate by Other Mechanisms,Americas,Caribbean,Rate,2012,0,,,4.7,,,,,,,,,,,,,,1,,4.7,4.7
Trinidad and Tobago,Female Homicide rate by Other Mechanisms,Americas,Caribbean,Rate,2012,0,,,2.4,,,,,,,,,,,,,,1,,2.4,2.4
United States Virgin Islands,Female Homicide rate by Other Mechanisms,Americas,Caribbean,Rate,2012,0,,,0,,,,,,,,,,,,,,1,,0,0
Cuba,Female Homicide rate by Sharp Objects,Americas,Caribbean,Rate,2012,0,,,,,1.8,,,,,,,,,,,,1,,1.8,1.8
Dominican Republic,Female Homicide rate by Sharp Objects,Americas,Caribbean,Rate,2012,0,,,,,1.3,,,,,,,,,,,,1,,1.3,1.3
Grenada,Female Homicide rate by Sharp Objects,Americas,Caribbean,Rate,2012,0,,,,,5.7,,,,,,,,,,,,1,,5.7,5.7
Jamaica,Female Homicide rate by Sharp Objects,Americas,Caribbean,Rate,2012,0,,,,,2.9,,,,,,,,,,,,1,,2.9,2.9
Puerto Rico,Female Homicide rate by Sharp Objects,Americas,Caribbean,Rate,2012,0,,,,,0.1,,,,,,,,,,,,1,,0.1,0.1
Saint Lucia,Female Homicide rate by Sharp Objects,Americas,Caribbean,Rate,2012,0,,,,,1.2,,,,,,,,,,,,1,,1.2,1.2
Trinidad and Tobago,Female Homicide rate by Sharp Objects,Americas,Caribbean,Rate,2012,0,,,,,2.7,,,,,,,,,,,,1,,2.7,2.7
United States Virgin Islands,Female Homicide rate by Sharp Objects,Americas,Caribbean,Rate,2012,0,,,,,1.8,,,,,,,,,,,,1,,1.8,1.8
Cuba,Female Homicide rate by Unknown Mechanisms,Americas,Caribbean,Rate,2012,0,,,,,,,0.1,0.1,,,,,,,,,1,,0.1,0.1
Jamaica,Female Homicide rate by Unknown Mechanisms,Americas,Caribbean,Rate,2012,0,,,,,,,0,0,,,,,,,,,1,,0,0
Puerto Rico,Female Homicide rate by Unknown Mechanisms,Americas,Caribbean,Rate,2012,0,,,,,,,1,1,,,,,,,,,1,,1,1
Saint Lucia,Female Homicide rate by Unknown Mechanisms,Americas,Caribbean,Rate,2012,0,,,,,,,1.2,1.2,,,,,,,,,1,,1.2,1.2
Trinidad and Tobago,Female Homicide rate by Unknown Mechanisms,Americas,Caribbean,Rate,2012,0,,,,,,,0,0,,,,,,,,,1,,0,0
United States Virgin Islands,Female Homicide rate by Unknown Mechanisms,Americas,Caribbean,Rate,2012,0,,,,,,,0,0,,,,,,,,,1,,0,0
Aruba,Female homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,0,0
Bahamas,Female homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,5,5
Barbados,Female homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,0,0
Aruba,Female homicide by Other Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,1,1
Bahamas,Female homicide by Other Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,2,2
Barbados,Female homicide by Other Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,1,1
Aruba,Female homicide by Sharp Objects,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,0,0
Bahamas,Female homicide by Sharp Objects,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,3,3
Barbados,Female homicide by Sharp Objects,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,1,1
Bahamas,Female homicide by Unknown Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,1,1
Barbados,Female homicide by Unknown Mechanisms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,0,0
Aruba,Female homicide rate by Firearms,Americas,Caribbean,Rate,2012,0,,0,,,,,,,,,,,,,,,1,,0,0
Bahamas,Female homicide rate by Firearms,Americas,Caribbean,Rate,2012,0,,2.6,,,,,,,,,,,,,,,1,,2.6,2.6
Barbados,Female homicide rate by Firearms,Americas,Caribbean,Rate,2012,0,,0,,,,,,,,,,,,,,,1,,0,0
Aruba,Female homicide rate by Other Mechanisms,Americas,Caribbean,Rate,2012,0,,,1.9,,,,,,,,,,,,,,1,,1.9,1.9
Bahamas,Female homicide rate by Other Mechanisms,Americas,Caribbean,Rate,2012,0,,,1.1,,,,,,,,,,,,,,1,,1.1,1.1
Barbados,Female homicide rate by Other Mechanisms,Americas,Caribbean,Rate,2012,0,,,0.7,,,,,,,,,,,,,,1,,0.7,0.7
Aruba,Female homicide rate by Sharp Objects,Americas,Caribbean,Rate,2012,0,,,,,0,,,,,,,,,,,,1,,0,0
Bahamas,Female homicide rate by Sharp Objects,Americas,Caribbean,Rate,2012,0,,,,,1.6,,,,,,,,,,,,1,,1.6,1.6
Barbados,Female homicide rate by Sharp Objects,Americas,Caribbean,Rate,2012,0,,,,,0.7,,,,,,,,,,,,1,,0.7,0.7
Bahamas,Female homicide rate by Unknown Mechanisms,Americas,Caribbean,Rate,2012,0,,,,,,,0.5,0.5,,,,,,,,,1,,0.5,0.5
Barbados,Female homicide rate by Unknown Mechanisms,Americas,Caribbean,Rate,2012,0,,,,,,,0,0,,,,,,,,,1,,0,0
Aruba,Firearms rate,Americas,Caribbean,Rate,2012,0,,,,,,,,,,,,,,,,,1,,1.9,1.9
Bahamas,Firearms rate,Americas,Caribbean,Rate,2012,0,,,,,,,,,,,,,,,,,1,,23.4,23.4
Barbados,Firearms rate,Americas,Caribbean,Rate,2012,0,,,,,,,,,,,,,,,,,1,,2.4,2.4
Cuba,Firearms rate,Americas,Caribbean,Rate,2012,0,,,,,,,,,,,,,,,,,1,,0.3,0.3
Dominican Republic,Firearms rate,Americas,Caribbean,Rate,2012,0,,,,,,,,,,,,,,,,,1,,14.4,14.4
Grenada,Firearms rate,Americas,Caribbean,Rate,2012,0,,,,,,,,,,,,,,,,,1,,0,0
Jamaica,Firearms rate,Americas,Caribbean,Rate,2012,0,,,,,,,,,,,,,,,,,1,,27.2,27.2
Montserrat,Firearms rate,Americas,Caribbean,Rate,2012,0,,,,,,,,,,,,,,,,,1,,0,0
Puerto Rico,Firearms rate,Americas,Caribbean,Rate,2012,0,,,,,,,,,,,,,,,,,1,,24.5,24.5
Saint Lucia,Firearms rate,Americas,Caribbean,Rate,2012,0,,,,,,,,,,,,,,,,,1,,12.1,12.1
Saint Vincent and the Grenadines,Firearms rate,Americas,Caribbean,Rate,2012,0,,,,,,,,,,,,,,,,,1,,11,11
Trinidad and Tobago,Firearms rate,Americas,Caribbean,Rate,2012,0,,,,,,,,,,,,,,,,,1,,21.8,21.8
United States Virgin Islands,Firearms rate,Americas,Caribbean,Rate,2012,0,,,,,,,,,,,,,,,,,1,,40.7,40.7
Aruba,Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,2,2
Bahamas,Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,87,87
Barbados,Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,7,7
Cuba,Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,30,30
Dominican Republic,Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,"1,458","1,458"
Grenada,Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,0,0
Jamaica,Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,773,773
Montserrat,Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,0,0
Puerto Rico,Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,905,905
Saint Lucia,Homicide by Firearms,Americas,Caribbean,Count,2012,0,,,,,,,,,,,,,,,,,1,,21,21
